"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.0.230","USA","FILE","1","1331","39","118","3","1686239271578"
"192.168.0.180","EUR","APP","2","2175","74","64","7","1686239271581"
"192.168.0.210","EUR","APP","0","1343","48","184","6","1686239271586"
"192.168.0.240","USA","APP","0","1344","47","162","4","1686239271589"
"192.168.0.190","EUR","FILE","0","1920","67","146","5","1686239271593"
"192.168.0.200","ASI","index.html","0","1763","56","152","1","1686239271596"
"192.168.0.250","ASI","index.html","2","1645","54","71","3","1686239271600"
"192.168.0.180","USA","index.html","2","2205","75","40","3","1686239271605"
"192.168.0.210","EUR","index.html","1","1365","49","78","6","1686239271608"
"192.168.0.230","EUR","APP","2","1369","40","58","4","1686239271611"
"192.168.0.190","EUR","FILE","0","1950","68","159","6","1686239271614"
"192.168.0.200","ASI","FILE","0","1810","57","109","2","1686239271619"
"192.168.0.240","ASI","index.html","0","1362","48","133","1","1686239271622"
"192.168.0.180","ASI","APP","0","2233","76","150","2","1686239271627"
"192.168.0.210","USA","FILE","0","1407","50","120","3","1686239271630"
"192.168.0.240","USA","APP","0","1385","49","196","4","1686239271634"
"192.168.0.190","ASI","index.html","0","1965","69","183","2","1686239271638"
"192.168.0.220","USA","FILE","1","1108","37","108","4","1686239271641"
"192.168.0.240","USA","APP","0","1412","50","166","4","1686239271644"
"192.168.0.190","ASI","FILE","0","1990","70","195","1","1686239271648"
"192.168.0.200","USA","APP","1","1836","58","118","4","1686239271652"
"192.168.0.230","USA","APP","2","1398","41","60","4","1686239271655"
"192.168.0.180","EUR","index.html","1","2252","77","101","4","1686239271658"
"192.168.0.220","USA","APP","2","1146","38","52","4","1686239271662"
"192.168.0.240","USA","index.html","1","1434","51","78","4","1686239271667"
"192.168.0.180","USA","APP","2","2287","78","69","3","1686239271670"
"192.168.0.210","USA","APP","2","1440","51","50","4","1686239271673"
"192.168.0.230","EUR","APP","2","1423","42","77","4","1686239271676"
"192.168.0.180","USA","index.html","1","2306","79","102","3","1686239271680"
"192.168.0.210","ASI","APP","0","1465","52","179","1","1686239271683"
"192.168.0.240","USA","APP","2","1474","52","41","4","1686239271686"
"192.168.0.180","USA","FILE","1","2344","80","91","3","1686239271690"
"192.168.0.220","EUR","index.html","0","1163","39","140","6","1686239271693"
"192.168.0.240","ASI","APP","2","1509","53","65","1","1686239271698"
"192.168.0.180","EUR","FILE","0","2378","81","160","4","1686239271701"
"192.168.0.200","USA","index.html","1","1856","59","87","4","1686239271704"
"192.168.0.250","ASI","FILE","1","1687","55","115","1","1686239271708"
"192.168.0.180","EUR","FILE","0","2415","82","189","5","1686239271714"
"192.168.0.210","ASI","APP","1","1489","53","115","2","1686239271717"
"192.168.0.230","EUR","APP","1","1453","43","105","7","1686239271721"
"192.168.0.180","EUR","APP","1","2444","83","100","7","1686239271724"
"192.168.0.220","ASI","index.html","0","1179","40","178","3","1686239271729"
"192.168.0.230","EUR","FILE","2","1500","44","45","7","1686239271733"
"192.168.0.190","USA","APP","0","2015","71","127","3","1686239271736"
"192.168.0.220","EUR","index.html","0","1197","41","132","5","1686239271739"
"192.168.0.230","EUR","APP","1","1531","45","103","6","1686239271746"
"192.168.0.180","USA","APP","1","2470","84","117","4","1686239271748"
"192.168.0.200","ASI","APP","0","1881","60","160","2","1686239271752"
"192.168.0.250","ASI","APP","1","1715","56","116","3","1686239271757"
"192.168.0.180","USA","index.html","0","2488","85","122","4","1686239271760"
"192.168.0.220","EUR","FILE","0","1240","42","121","7","1686239271763"
"192.168.0.240","ASI","FILE","0","1540","54","109","1","1686239271766"
"192.168.0.190","ASI","APP","2","2041","72","79","1","1686239271770"
"192.168.0.200","EUR","APP","0","1901","61","182","5","1686239271775"
"192.168.0.230","USA","FILE","1","1569","46","104","4","1686239271780"
"192.168.0.180","EUR","APP","0","2510","86","173","7","1686239271783"
"192.168.0.200","ASI","APP","0","1931","62","135","1","1686239271788"
"192.168.0.250","ASI","index.html","2","1735","57","78","2","1686239271792"
"192.168.0.190","USA","APP","2","2072","73","62","3","1686239271797"
"192.168.0.210","USA","FILE","2","1542","54","49","3","1686239271801"
"192.168.0.240","ASI","index.html","1","1558","55","113","3","1686239271810"
"192.168.0.190","ASI","FILE","1","2113","74","98","1","1686239271817"
"192.168.0.220","ASI","index.html","2","1263","43","61","3","1686239271822"
"192.168.0.250","USA","APP","0","1757","58","170","4","1686239271825"
"192.168.0.180","USA","index.html","2","2540","87","41","3","1686239271829"
"192.168.0.200","USA","FILE","2","1971","63","74","4","1686239271832"
"192.168.0.230","ASI","APP","0","1595","47","109","1","1686239271838"
"192.168.0.190","ASI","index.html","2","2134","75","72","1","1686239271841"
"192.168.0.210","EUR","APP","0","1566","55","124","6","1686239271844"
"192.168.0.240","USA","APP","2","1600","56","45","4","1686239271847"
"192.168.0.190","EUR","APP","0","2164","76","178","7","1686239271852"
"192.168.0.220","USA","APP","2","1296","44","63","4","1686239271857"
"192.168.0.250","USA","APP","0","1778","59","171","4","1686239271860"
"192.168.0.190","EUR","APP","1","2194","77","110","7","1686239271863"
"192.168.0.210","EUR","APP","0","1591","56","196","5","1686239271868"
"192.168.0.250","ASI","FILE","0","1815","60","186","1","1686239271871"
"192.168.0.180","USA","index.html","0","2556","88","167","4","1686239271874"
"192.168.0.200","USA","FILE","1","2010","64","100","3","1686239271878"
"192.168.0.240","ASI","FILE","0","1631","57","135","1","1686239271884"
"192.168.0.190","USA","index.html","0","2210","78","167","3","1686239271888"
"192.168.0.210","USA","APP","0","1612","57","193","4","1686239271891"
"192.168.0.230","USA","FILE","2","1641","48","41","4","1686239271894"
"192.168.0.180","ASI","APP","2","2584","89","75","1","1686239271899"
"192.168.0.200","ASI","FILE","1","2039","65","96","3","1686239271905"
"192.168.0.250","ASI","APP","2","1850","61","61","2","1686239271909"
"192.168.0.180","ASI","index.html","2","2613","90","43","2","1686239271913"
"192.168.0.210","EUR","APP","2","1646","58","48","7","1686239271917"
"192.168.0.240","EUR","index.html","0","1650","58","116","5","1686239271923"
"192.168.0.180","ASI","FILE","0","2652","91","144","3","1686239271926"
"192.168.0.220","EUR","APP","2","1321","45","78","7","1686239271934"
"192.168.0.240","EUR","APP","1","1682","59","87","6","1686239271936"
"192.168.0.180","EUR","FILE","1","2688","92","103","6","1686239271939"
"192.168.0.210","USA","FILE","0","1675","59","193","3","1686239271944"
"192.168.0.240","EUR","FILE","2","1716","60","73","7","1686239271948"
"192.168.0.180","USA","FILE","2","2736","93","72","4","1686239271951"
"192.168.0.210","USA","APP","2","1711","60","47","4","1686239271954"
"192.168.0.230","EUR","FILE","1","1683","49","88","6","1686239271958"
"192.168.0.180","ASI","index.html","2","2759","94","61","2","1686239271962"
"192.168.0.200","USA","FILE","2","2085","66","72","3","1686239271965"
"192.168.0.250","ASI","APP","0","1880","62","164","1","1686239271969"
"192.168.0.190","USA","index.html","1","2228","79","111","3","1686239271973"
"192.168.0.220","EUR","APP","0","1349","46","184","6","1686239271978"
"192.168.0.230","USA","FILE","2","1723","50","54","4","1686239271982"
"192.168.0.190","ASI","index.html","0","2244","80","156","1","1686239271985"
"192.168.0.220","EUR","FILE","1","1382","47","100","7","1686239271988"
"192.168.0.250","ASI","index.html","2","1910","63","40","1","1686239271995"
"192.168.0.180","EUR","APP","1","2789","95","111","6","1686239271999"
"192.168.0.210","ASI","index.html","2","1737","61","51","2","1686239272002"
"192.168.0.230","ASI","FILE","0","1758","51","109","2","1686239272007"
"192.168.0.190","ASI","FILE","2","2285","81","77","2","1686239272010"
"192.168.0.200","ASI","index.html","2","2106","67","73","3","1686239272014"
"192.168.0.250","EUR","APP","2","1941","64","77","5","1686239272017"
"192.168.0.180","USA","index.html","2","2812","96","62","3","1686239272020"
"192.168.0.210","EUR","APP","1","1766","62","96","7","1686239272025"
"192.168.0.250","ASI","index.html","2","1964","65","64","1","1686239272028"
"192.168.0.180","USA","FILE","2","2854","97","73","4","1686239272031"
"192.168.0.210","EUR","index.html","1","1787","63","79","7","1686239272034"
"192.168.0.250","USA","APP","1","1992","66","106","3","1686239272038"
"192.168.0.190","USA","APP","1","2310","82","87","4","1686239272042"
"192.168.0.200","USA","index.html","2","2131","68","55","3","1686239272045"
"192.168.0.240","USA","APP","2","1751","61","63","4","1686239272049"
"192.168.0.190","ASI","index.html","0","2327","83","142","2","1686239272053"
"192.168.0.210","EUR","APP","1","1814","64","84","7","1686239272057"
"192.168.0.230","ASI","APP","2","1795","52","52","3","1686239272061"
"192.168.0.180","USA","APP","2","2889","98","53","4","1686239272064"
"192.168.0.200","ASI","APP","2","2166","69","43","3","1686239272067"
"192.168.0.230","EUR","APP","0","1819","53","165","7","1686239272072"
"192.168.0.180","ASI","index.html","1","2909","99","92","3","1686239272075"
"192.168.0.200","USA","APP","2","2199","70","62","3","1686239272078"
"192.168.0.230","EUR","FILE","2","1870","54","56","4","1686239272081"
"192.168.0.180","EUR","APP","2","2941","100","57","5","1686239272084"
"192.168.0.200","ASI","APP","0","2226","71","112","1","1686239272090"
"192.168.0.240","USA","index.html","1","1770","62","102","4","1686239272094"
"192.168.0.190","EUR","APP","0","2358","84","138","4","1686239272097"
"192.168.0.200","EUR","index.html","2","2252","72","49","4","1686239272101"
"192.168.0.230","USA","index.html","0","1886","55","156","4","1686239272105"
"192.168.0.190","EUR","FILE","1","2394","85","89","7","1686239272108"
"192.168.0.210","ASI","index.html","2","1842","65","44","1","1686239272112"
"192.168.0.230","ASI","FILE","2","1926","56","66","3","1686239272117"
"192.168.0.180","USA","index.html","1","2963","101","77","3","1686239272121"
"192.168.0.200","EUR","index.html","1","2271","73","99","5","1686239272124"
"192.168.0.250","ASI","APP","2","2020","67","63","2","1686239272127"
"192.168.0.190","ASI","index.html","2","2418","86","56","3","1686239272133"
"192.168.0.210","USA","APP","2","1879","66","41","4","1686239272137"
"192.168.0.230","ASI","APP","0","1954","57","171","2","1686239272141"
"192.168.0.190","EUR","APP","2","2447","87","65","5","1686239272144"
"192.168.0.200","USA","APP","0","2300","74","138","4","1686239272150"
"192.168.0.240","EUR","index.html","1","1788","63","110","6","1686239272154"
"192.168.0.180","USA","index.html","1","2981","102","107","4","1686239272158"
"192.168.0.220","USA","index.html","1","1401","48","99","4","1686239272164"
"192.168.0.240","ASI","APP","0","1816","64","148","3","1686239272167"
"192.168.0.190","USA","APP","1","2475","88","103","4","1686239272170"
"192.168.0.210","USA","FILE","2","1929","67","59","4","1686239272174"
"192.168.0.230","ASI","index.html","2","1981","58","46","3","1686239272179"
"192.168.0.190","EUR","FILE","2","2510","89","67","5","1686239272182"
"192.168.0.220","EUR","index.html","0","1417","49","167","5","1686239272186"
"192.168.0.230","EUR","APP","0","2012","59","141","4","1686239272189"
"192.168.0.180","EUR","FILE","0","3011","103","163","5","1686239272195"
"192.168.0.200","USA","index.html","0","2316","75","155","4","1686239272199"
"192.168.0.240","ASI","APP","1","1846","65","111","2","1686239272202"
"192.168.0.190","ASI","APP","1","2538","90","105","1","1686239272205"
"192.168.0.220","EUR","APP","0","1440","50","189","4","1686239272211"
"192.168.0.230","ASI","FILE","1","2055","60","112","1","1686239272215"
"192.168.0.190","ASI","APP","1","2566","91","117","3","1686239272218"
"192.168.0.200","USA","FILE","1","2351","76","89","4","1686239272221"
"192.168.0.230","USA","APP","1","2080","61","109","4","1686239272227"
"192.168.0.190","USA","FILE","1","2603","92","117","3","1686239272230"
"192.168.0.220","ASI","FILE","1","1483","51","80","3","1686239272234"
"192.168.0.230","EUR","FILE","1","2126","62","94","7","1686239272237"
"192.168.0.180","USA","FILE","1","3053","104","86","4","1686239272241"
"192.168.0.200","EUR","FILE","1","2384","77","104","6","1686239272244"
"192.168.0.230","ASI","FILE","1","2175","63","85","3","1686239272248"
"192.168.0.190","ASI","index.html","2","2626","93","62","1","1686239272251"
"192.168.0.200","ASI","APP","1","2408","78","118","2","1686239272254"
"192.168.0.250","EUR","APP","1","2053","68","80","6","1686239272259"
"192.168.0.190","USA","FILE","0","2656","94","169","4","1686239272263"
"192.168.0.200","ASI","FILE","0","2442","79","107","1","1686239272266"
"192.168.0.250","ASI","index.html","0","2069","69","179","3","1686239272269"
"192.168.0.190","ASI","FILE","2","2701","95","40","3","1686239272274"
"192.168.0.200","EUR","index.html","0","2458","80","173","5","1686239272277"
"192.168.0.250","USA","FILE","0","2108","70","107","4","1686239272280"
"192.168.0.190","EUR","APP","0","2733","96","132","4","1686239272283"
"192.168.0.210","EUR","FILE","0","1968","68","134","7","1686239272287"
"192.168.0.230","ASI","APP","2","2205","64","66","3","1686239272291"
"192.168.0.190","USA","APP","2","2760","97","78","4","1686239272294"
"192.168.0.220","USA","FILE","0","1515","52","164","4","1686239272298"
"192.168.0.230","ASI","index.html","2","2230","65","52","3","1686239272301"
"192.168.0.190","ASI","index.html","0","2779","98","116","2","1686239272308"
"192.168.0.200","EUR","APP","2","2494","81","40","7","1686239272311"
"192.168.0.250","USA","APP","2","2142","71","69","3","1686239272315"
"192.168.0.180","ASI","APP","0","3082","105","165","3","1686239272320"
"192.168.0.200","USA","APP","0","2525","82","139","3","1686239272323"
"192.168.0.250","EUR","FILE","2","2187","72","58","7","1686239272326"
"192.168.0.180","EUR","index.html","0","3097","106","187","6","1686239272329"
"192.168.0.210","EUR","FILE","1","2000","69","93","6","1686239272333"
"192.168.0.230","ASI","APP","1","2258","66","109","3","1686239272338"
"192.168.0.190","USA","index.html","2","2801","99","66","4","1686239272342"
"192.168.0.220","EUR","index.html","1","1535","53","88","6","1686239272346"
"192.168.0.240","ASI","index.html","0","1861","66","199","2","1686239272349"
"192.168.0.190","ASI","APP","2","2838","100","41","2","1686239272353"
"192.168.0.210","ASI","APP","0","2027","70","114","1","1686239272356"
"192.168.0.230","ASI","index.html","1","2276","67","119","3","1686239272359"
"192.168.0.190","ASI","index.html","0","2854","101","159","2","1686239272362"
"192.168.0.220","USA","APP","0","1569","54","105","4","1686239272365"
"192.168.0.240","EUR","FILE","1","1897","67","98","6","1686239272371"
"192.168.0.190","ASI","index.html","2","2875","102","74","2","1686239272374"
"192.168.0.200","USA","index.html","2","2551","83","51","3","1686239272378"
"192.168.0.250","EUR","index.html","0","2205","73","128","5","1686239272382"
"192.168.0.190","EUR","APP","2","2913","103","59","7","1686239272386"
"192.168.0.220","EUR","index.html","1","1590","55","85","6","1686239272389"
"192.168.0.250","ASI","index.html","2","2229","74","57","1","1686239272392"
"192.168.0.180","USA","FILE","0","3123","107","190","4","1686239272396"
"192.168.0.220","USA","FILE","0","1625","56","102","4","1686239272401"
"192.168.0.250","EUR","index.html","0","2246","75","153","7","1686239272404"
"192.168.0.180","USA","index.html","0","3139","108","159","3","1686239272407"
